"","Name","p","t","ValueAtRandomPoints"
"157","pine",1032.32677856044,8.53609196911954,6.75770153201688e-09
"158","pine",790.540164892526,10.9101511854264,2.35800563638734e-08
"159","pine",999.834412654883,13.4958510783518,3.39030306252362e-08
"160","pine",1303.43604150612,12.6155276981211,1.02875016515084e-08
"161","pine",470.088675101596,18.8477556863,1.10138128952111e-08
"162","pine",587.616620139174,11.1689562828012,1.05077625341869e-08
"163","pine",734.203591982191,12.3405486500075,3.2794150723159e-08
"164","pine",1047.52009459408,13.6919870584379,2.34129734013716e-08
"165","pine",650.13208898787,15.2191044464591,5.10358297252491e-08
"166","pine",580.530659654526,17.9598181384309,3.04391727327066e-08
"167","pine",934.680777968182,13.7578903019847,4.16156063578781e-08
"168","pine",793.299955853604,14.8682659552464,3.91822293727413e-08
"169","pine",1022.26007771191,13.2289194132802,3.08442832760223e-08
"170","pine",658.954368454824,15.1416562321892,5.05887539548157e-08
"171","pine",898.956906884265,10.7103517354069,2.79651871565568e-08
"172","pine",1264.98807173269,11.6325711713991,9.02066468236882e-09
"173","pine",951.792086725144,11.1540867074106,3.24903946383716e-08
"174","pine",902.208606434472,16.0436784369023,3.52237319875792e-08
"175","pine",571.167637927597,11.0061093290954,7.48182522118194e-09
"176","pine",1077.4062821806,8.69272547833429,9.20495337877154e-09
"177","pine",1111.77743233383,15.1645584263497,1.74590290123026e-08
"178","pine",652.729919240811,18.3181790493259,2.91841762160306e-08
"179","pine",1028.85324533594,13.8417716104605,2.55061057783052e-08
"180","pine",469.89437194897,18.4361592299421,1.25853705180148e-08
"181","pine",1132.8921854015,16.5866362672647,5.38282867157496e-09
"182","pine",444.344708893046,17.4842853158193,1.25708794636103e-08
"183","pine",662.852994746981,12.9903888606138,3.92839537178721e-08
"184","pine",783.092441690967,10.4382901284231,1.66346163011844e-08
"185","pine",1167.78308854579,8.9644136463583,5.9819199950202e-09
"186","pine",494.601168828548,19.341430478629,1.01912934321513e-08
"187","pine",1067.13682701926,16.7832214665097,6.98081628339686e-09
"188","pine",1156.78824873679,12.9159520455331,1.44623564580775e-08
"189","pine",1059.07604720187,15.8876759345699,1.79390452696328e-08
"190","pine",607.101278335535,11.8081615970456,1.89704839749943e-08
"191","pine",853.961734549328,10.707442019122,2.47340030432189e-08
"192","pine",537.903657638065,18.0252063624351,2.49504846871341e-08
"193","pine",1271.98382607269,11.8219869181795,9.69509600325048e-09
"194","pine",520.219309226135,19.8535877265345,7.98943128903334e-09
"195","pine",579.981703589311,12.4545988302501,2.60592754404774e-08
